          ** sch_path: /home/toind/eda/adc/circuit_model/tb/vco_tb.sch
          Transient Analysis  Thu Oct 19 16:03:05  2023
--------------------------------------------------------------------------------
Index   time            pha_4           
--------------------------------------------------------------------------------
0	0.000000e+00	6.822290e-01	
1	1.000000e-12	6.822295e-01	
2	2.000000e-12	6.822297e-01	
3	4.000000e-12	6.822302e-01	
4	8.000000e-12	6.822312e-01	
5	1.600000e-11	6.822332e-01	
6	3.200000e-11	6.822377e-01	
7	6.400000e-11	6.822555e-01	
8	1.000000e-10	6.822884e-01	
9	1.064000e-10	6.822888e-01	
10	1.192000e-10	6.822914e-01	
11	1.448000e-10	6.822952e-01	
12	1.960000e-10	6.823006e-01	
13	2.984000e-10	6.823090e-01	
14	5.032000e-10	6.823225e-01	
15	9.128000e-10	6.823453e-01	
16	1.732000e-09	6.823850e-01	
17	2.732000e-09	6.824303e-01	
18	3.732000e-09	6.824741e-01	
19	4.732000e-09	6.825168e-01	
20	5.732000e-09	6.825585e-01	
21	6.732000e-09	6.825992e-01	
22	7.732000e-09	6.826391e-01	
23	8.732000e-09	6.826783e-01	
24	9.732000e-09	6.827171e-01	
25	1.073200e-08	6.827555e-01	
26	1.173200e-08	6.827936e-01	
27	1.273200e-08	6.828314e-01	
28	1.373200e-08	6.828690e-01	
29	1.473200e-08	6.829064e-01	
30	1.573200e-08	6.829437e-01	
31	1.673200e-08	6.829808e-01	
32	1.773200e-08	6.830177e-01	
33	1.873200e-08	6.830545e-01	
34	1.973200e-08	6.830912e-01	
35	2.010000e-08	6.831047e-01	
36	2.011000e-08	6.831024e-01	
37	2.013000e-08	6.831001e-01	
38	2.017000e-08	6.830880e-01	
39	2.020000e-08	6.830759e-01	
40	2.020800e-08	6.830759e-01	
41	2.022400e-08	6.830759e-01	
42	2.025600e-08	6.830769e-01	
43	2.032000e-08	6.830783e-01	
44	2.044800e-08	6.830812e-01	
45	2.066199e-08	6.830878e-01	
46	2.108996e-08	6.831017e-01	
47	2.194590e-08	6.831309e-01	
48	2.294590e-08	6.831655e-01	
49	2.394590e-08	6.832005e-01	
50	2.494590e-08	6.832355e-01	
51	2.594590e-08	6.832706e-01	
52	2.694590e-08	6.833055e-01	
53	2.794590e-08	6.833406e-01	
54	2.894590e-08	6.833755e-01	
55	2.994590e-08	6.834105e-01	
56	3.094590e-08	6.834453e-01	
57	3.194590e-08	6.834802e-01	
58	3.294590e-08	6.835150e-01	
59	3.394590e-08	6.835498e-01	
60	3.494590e-08	6.835845e-01	
61	3.594590e-08	6.836192e-01	
62	3.694590e-08	6.836537e-01	
63	3.794590e-08	6.836883e-01	
64	3.894590e-08	6.837228e-01	
65	3.994590e-08	6.837573e-01	
66	4.094590e-08	6.837917e-01	
67	4.194590e-08	6.838260e-01	
68	4.294590e-08	6.838603e-01	
69	4.394590e-08	6.838946e-01	
70	4.494590e-08	6.839287e-01	
71	4.594590e-08	6.839629e-01	
72	4.694590e-08	6.839969e-01	
73	4.794590e-08	6.840309e-01	
74	4.894590e-08	6.840649e-01	
75	4.994590e-08	6.840988e-01	
76	5.094590e-08	6.841326e-01	
77	5.194590e-08	6.841664e-01	
78	5.294590e-08	6.842001e-01	
79	5.394590e-08	6.842338e-01	
80	5.494590e-08	6.842674e-01	
81	5.594590e-08	6.843010e-01	
82	5.694590e-08	6.843345e-01	
83	5.794590e-08	6.843679e-01	
84	5.894590e-08	6.844013e-01	
85	5.994590e-08	6.844346e-01	
86	6.094590e-08	6.844678e-01	
87	6.194590e-08	6.845011e-01	
88	6.294590e-08	6.845342e-01	
89	6.394590e-08	6.845673e-01	
90	6.494590e-08	6.846003e-01	
91	6.594590e-08	6.846333e-01	
92	6.694590e-08	6.846662e-01	
93	6.794590e-08	6.846990e-01	
94	6.894590e-08	6.847318e-01	
95	6.994590e-08	6.847645e-01	
96	7.094590e-08	6.847972e-01	
97	7.194590e-08	6.848298e-01	
98	7.294590e-08	6.848624e-01	
99	7.394590e-08	6.848949e-01	
100	7.494590e-08	6.849273e-01	
101	7.594590e-08	6.849597e-01	
102	7.694590e-08	6.849920e-01	
103	7.794590e-08	6.850242e-01	
104	7.894590e-08	6.850564e-01	
105	7.994590e-08	6.850886e-01	
106	8.094590e-08	6.851206e-01	
107	8.194590e-08	6.851526e-01	
108	8.294590e-08	6.851846e-01	
109	8.394590e-08	6.852165e-01	
110	8.494590e-08	6.852483e-01	
111	8.594590e-08	6.852801e-01	
112	8.694590e-08	6.853118e-01	
113	8.794590e-08	6.853435e-01	
114	8.894590e-08	6.853750e-01	
115	8.994590e-08	6.854066e-01	
116	9.094590e-08	6.854380e-01	
117	9.194590e-08	6.854695e-01	
118	9.294590e-08	6.855008e-01	
119	9.394590e-08	6.855321e-01	
120	9.494590e-08	6.855633e-01	
121	9.594590e-08	6.855945e-01	
122	9.694590e-08	6.856256e-01	
123	9.794590e-08	6.856567e-01	
124	9.894590e-08	6.856877e-01	
125	9.994590e-08	6.857186e-01	
126	1.009459e-07	6.857495e-01	
127	1.019459e-07	6.857803e-01	
128	1.029459e-07	6.858110e-01	
129	1.039459e-07	6.858417e-01	
130	1.049459e-07	6.858723e-01	
131	1.059459e-07	6.859029e-01	
132	1.069459e-07	6.859334e-01	
133	1.079459e-07	6.859639e-01	
134	1.089459e-07	6.859943e-01	
135	1.099459e-07	6.860246e-01	
136	1.109459e-07	6.860549e-01	
137	1.119459e-07	6.860851e-01	
138	1.129459e-07	6.861152e-01	
139	1.139459e-07	6.861453e-01	
140	1.149459e-07	6.861753e-01	
141	1.159459e-07	6.862053e-01	
142	1.169459e-07	6.862352e-01	
143	1.179459e-07	6.862650e-01	
144	1.189459e-07	6.862948e-01	
145	1.199459e-07	6.863245e-01	
146	1.209459e-07	6.863542e-01	
147	1.219459e-07	6.863838e-01	
148	1.229459e-07	6.864133e-01	
149	1.239459e-07	6.864428e-01	
150	1.249459e-07	6.864722e-01	
151	1.259459e-07	6.865015e-01	
152	1.269459e-07	6.865308e-01	
153	1.279459e-07	6.865601e-01	
154	1.289459e-07	6.865892e-01	
155	1.299459e-07	6.866183e-01	
156	1.309459e-07	6.866474e-01	
157	1.319459e-07	6.866764e-01	
158	1.329459e-07	6.867053e-01	
159	1.339459e-07	6.867341e-01	
160	1.349459e-07	6.867629e-01	
161	1.359459e-07	6.867917e-01	
162	1.369459e-07	6.868203e-01	
163	1.379459e-07	6.868490e-01	
164	1.389459e-07	6.868775e-01	
165	1.399459e-07	6.869060e-01	
166	1.409459e-07	6.869344e-01	
167	1.419459e-07	6.869628e-01	
168	1.429459e-07	6.869911e-01	
169	1.439459e-07	6.870194e-01	
